,0
rev_lag1,127206.78406153557
rev_lag12,35779.169133059506
occupancy_pct_lag1,27458.397256596592
tenants_lag1,8046.819290247683
new_bookings_lag1,7640.5793155538295
rev_lag2,7434.908131852551
move_ins_lag1,7340.984504327217
rev_roll3_lag,7106.4542679015285
active_tenants_occ_lag1,5158.928376397499
avg_monthly_rental_lag1,4758.063300470697
notice_count_lag1,3716.582276023218
year,2367.69957103883
move_outs_lag1,2037.6976152507941
rev_lag3,1539.828340747147
month_num,1412.2463849071498
