,0
num__rent_amount,4175.102633182929
num__electricity_amount,953.1434997333415
num__is_new_tenant,154.84857376120215
num__prior_invoices,120.2120077058268
num__credit_days,91.33554077628207
num__elec_share,82.84106894706878
num__year,70.06778110965621
num__prior_unpaid,38.16630351662899
num__quarter,27.814957159095243
num__prior_unpaid_ratio,24.309876362572005
num__month_num,15.993709545848091
