,0
rent_amount,1.6786032857185595
electricity_amount,0.07613640640667299
is_new_tenant,0.0025333453344902335
elec_share,0.0009495896441130691
prior_invoices,0.0008059300178896
prior_unpaid,0.0006012954085031996
year,0.0
prior_unpaid_ratio,-2.7873254151211667e-06
quarter,-2.9717904120651894e-06
month_num,-9.048137583422821e-06
credit_days,-0.0001816862956928622
