,0
prior_unpaid,0.03550725327670186
credit_days,0.013027741969224316
prior_unpaid_ratio,0.007548392757602241
prior_invoices,0.006672738414970003
rent_amount,0.0032445370425544517
elec_share,0.0026230908043522795
other_charges,0.0001720794905915257
has_other_charges,7.260931914032653e-05
year,0.0
is_new_tenant,-0.00024196446982618358
month_num,-0.0027451059054279135
quarter,-0.004777454963543271
rent_growth,-0.016142220149882668
electricity_amount,-0.016184260212997282
