billing_period,actual,predicted
2026-02,85.94,89.40477978176291
2026-03,86.98,89.17182127032747
2026-04,89.58,89.71146637236042
2026-05,95.83,91.2890495918034
2026-06,96.35,96.20401756829982
2026-07,95.83,97.04288369950233
